method,image_idx,n_out
plus,372,230
plus,373,233
plus,374,83
plus,375,74
plus,376,107
plus,377,64
plus,378,42
plus,379,139
plus,380,180
plus,381,94
plus,382,238
plus,383,56
plus,384,81
plus,385,77
plus,386,176
plus,387,75
plus,388,93
plus,389,84
plus,390,57
plus,391,145
plus,392,122
plus,393,122
plus,394,84
plus,395,227
plus,396,64
plus,397,30
plus,398,145
plus,399,74
plus,400,176
plus,401,121
plus,402,177
plus,403,233
plus,404,221
plus,405,170
plus,406,183
plus,407,104
plus,408,122
plus,409,227
plus,410,182
plus,411,145
plus,412,91
plus,413,176
plus,414,126
plus,415,124
plus,416,181
plus,417,106
plus,418,234
plus,419,182
plus,420,92
plus,421,174
plus,422,182
plus,423,227
plus,424,82
plus,425,178
plus,426,82
plus,427,83
plus,428,178
plus,429,94
plus,430,147
plus,431,124
plus,432,147
plus,433,82
plus,434,148
plus,435,172
plus,436,229
plus,437,324
plus,438,83
plus,439,82
plus,440,125
plus,441,143
plus,442,146
plus,443,319
plus,444,172
plus,445,122
plus,446,226
plus,447,33
plus,448,64
plus,449,142
plus,450,123
plus,451,146
plus,452,120
plus,453,95
plus,454,330
plus,455,325
plus,456,144
plus,457,121
plus,458,146
plus,459,106
plus,460,174
plus,461,95
plus,462,84
plus,463,223
plus,464,124
plus,465,235
plus,466,95
plus,467,233
plus,468,91
plus,469,94
plus,470,106
plus,471,181
plus,472,121
plus,473,108
plus,474,126
plus,475,172
plus,476,108
plus,477,70
plus,478,123
plus,479,76
plus,480,71
plus,481,93
plus,482,82
plus,483,76
plus,484,92
plus,485,183
plus,486,118
plus,487,107
plus,488,105
plus,489,89
plus,490,228
plus,491,95
plus,492,108
plus,493,117
plus,494,89
plus,495,106
plus,496,179
plus,497,119
plus,498,179
plus,499,84
plus,500,107
plus,501,93
plus,502,92
plus,503,68
plus,504,172
plus,505,75
plus,506,126
plus,507,228
plus,508,143
plus,509,63
plus,510,238
plus,511,225
plus,512,177
plus,513,37
plus,514,83
plus,515,55
plus,516,232
plus,517,178
plus,518,322
plus,519,58
plus,520,122
plus,521,229
plus,522,95
plus,523,77
plus,524,123
plus,525,144
plus,526,95
plus,527,74
plus,528,147
plus,529,48
plus,530,180
plus,531,115
plus,532,95
plus,533,86
plus,534,180
plus,535,93
plus,536,94
plus,537,176
plus,538,149
plus,539,55
plus,540,144
plus,541,239
plus,542,120
plus,543,59
plus,544,123
plus,545,71
plus,546,179
plus,547,181
plus,548,228
plus,549,127
plus,550,125
plus,551,93
plus,552,146
plus,553,147
plus,554,96
plus,555,121
plus,556,141
plus,557,119
plus,558,172
plus,559,146
plus,560,225
plus,561,78
plus,562,143
plus,563,121
plus,564,333
plus,565,107
plus,566,227
plus,567,177
plus,568,63
plus,569,141
plus,570,125
plus,571,125
plus,572,144
plus,573,84
plus,574,225
plus,575,145
plus,576,117
plus,577,124
plus,578,175
plus,579,78
plus,580,323
plus,581,125
plus,582,97
plus,583,178
plus,584,324
plus,585,105
plus,586,121
plus,587,123
plus,588,168
plus,589,94
plus,590,120
plus,591,76
plus,592,93
plus,593,121
plus,594,184
plus,595,78
plus,596,104
plus,597,222
plus,598,122
plus,599,185
plus,600,106
plus,601,122
plus,602,187
plus,603,142
plus,604,121
plus,605,176
plus,606,92
plus,607,107
plus,608,121
plus,609,177
plus,610,234
plus,611,169
plus,612,125
plus,613,65
plus,614,138
plus,615,57
plus,616,181
plus,617,143
plus,618,141
plus,619,119
plus,620,84
plus,621,108
plus,622,143
plus,623,122
plus,624,229
plus,625,60
plus,626,56
plus,627,229
plus,628,181
plus,629,125
plus,630,180
plus,631,68
plus,632,145
plus,633,190
plus,634,120
plus,635,104
plus,636,222
plus,637,119
plus,638,69
plus,639,83
plus,640,83
plus,641,117
plus,642,145
plus,643,144
plus,644,122
plus,645,144
plus,646,143
plus,647,81
plus,648,180
plus,649,182
plus,650,175
plus,651,30
plus,652,38
plus,653,95
plus,654,181
plus,655,225
plus,656,75
plus,657,176
plus,658,77
plus,659,145
plus,660,123
plus,661,146
plus,662,55
plus,663,74
plus,664,144
plus,665,119
plus,666,220
plus,667,231
plus,668,143
plus,669,108
plus,670,181
plus,671,120
plus,672,83
plus,673,177
plus,674,145
plus,675,148
plus,676,174
plus,677,82
plus,678,119
plus,679,239
plus,680,144
plus,681,124
plus,682,108
plus,683,45
plus,684,56
plus,685,82
plus,686,119
plus,687,63
plus,688,92
plus,689,147
plus,690,179
plus,691,172
plus,692,105
plus,693,75
plus,694,118
plus,695,46
plus,696,91
plus,697,75
plus,698,149
plus,699,123
plus,700,174
plus,701,148
plus,702,74
plus,703,174
plus,704,127
plus,705,145
plus,706,118
plus,707,237
plus,708,219
plus,709,76
plus,710,76
plus,711,143
plus,712,116
plus,713,42
plus,714,65
plus,715,62
plus,716,179
plus,717,120
plus,718,48
plus,719,145
plus,720,144
plus,721,228
plus,722,231
plus,723,105
plus,724,64
plus,725,146
plus,726,175
plus,727,175
plus,728,146
plus,729,182
plus,730,121
plus,731,182
plus,732,105
plus,733,115
plus,734,116
plus,735,120
plus,736,94
plus,737,109
plus,738,124
plus,739,96
plus,740,224
plus,741,59
plus,742,94
plus,743,83
plus,744,129
plus,745,148
plus,746,170
plus,747,94
plus,748,74
plus,749,125
plus,750,40
plus,751,231
plus,752,124
plus,753,144
plus,754,85
plus,755,224
plus,756,85
plus,757,92
plus,758,149
plus,759,177
plus,760,105
plus,761,37
plus,762,91
plus,763,122
plus,764,179
plus,765,84
plus,766,49
plus,767,175
plus,768,147
plus,769,108
plus,770,177
plus,771,94
plus,772,175
plus,773,324
plus,774,123
plus,775,108
plus,776,146
plus,777,321
plus,778,178
plus,779,142
plus,780,92
plus,781,176
plus,782,226
plus,783,126
plus,784,228
plus,785,120
plus,786,149
plus,787,70
plus,788,124
plus,789,121
plus,790,141
plus,791,175
plus,792,121
plus,793,143
plus,794,146
plus,795,126
plus,796,84
plus,797,174
plus,798,83
plus,799,33
plus,800,177
plus,801,175
plus,802,142
plus,803,146
plus,804,143
plus,805,317
plus,806,90
plus,807,233
plus,808,330
plus,809,147
plus,810,231
plus,811,143
plus,812,182
plus,813,124
plus,814,109
plus,815,341
plus,816,123
plus,817,105
plus,818,179
plus,819,173
plus,820,234
plus,821,141
plus,822,82
plus,823,92
plus,824,76
plus,825,46
plus,826,45
plus,827,227
plus,828,75
plus,829,315
plus,830,177
plus,831,122
plus,832,321
plus,833,93
plus,834,178
plus,835,177
plus,836,232
plus,837,106
plus,838,175
plus,839,139
plus,840,123
plus,841,181
plus,842,120
plus,843,122
plus,844,63
plus,845,76
plus,846,124
plus,847,82
plus,848,45
plus,849,70
plus,850,109
plus,851,139
plus,852,46
plus,853,106
plus,854,180
plus,855,96
plus,856,105
plus,857,122
plus,858,175
plus,859,108
plus,860,146
plus,861,180
plus,862,117
plus,863,108
plus,864,84
plus,865,227
plus,866,145
plus,867,94
plus,868,180
plus,869,95
plus,870,176
plus,871,91
plus,872,74
plus,873,146
plus,874,61
plus,875,174
plus,876,229
plus,877,123
plus,878,231
plus,879,144
plus,880,76
plus,881,179
plus,882,107
plus,883,123
plus,884,55
plus,885,122
plus,886,121
plus,887,76
plus,888,148
plus,889,185
plus,890,120
plus,891,321
plus,892,179
plus,893,181
plus,894,109
plus,895,121
plus,896,94
plus,897,83
plus,898,64
plus,899,126
plus,900,81
plus,901,179
plus,902,176
plus,903,332
plus,904,234
plus,905,144
plus,906,238
plus,907,176
plus,908,106
plus,909,74
plus,910,64
plus,911,146
plus,912,140
plus,913,179
plus,914,173
plus,915,143
plus,916,146
plus,917,146
plus,918,121
plus,919,81
plus,920,122
plus,921,76
plus,922,65
plus,923,145
plus,924,59
plus,925,233
plus,926,177
plus,927,95
plus,928,141
plus,929,179
plus,930,144
plus,931,143
plus,932,145
plus,933,142
plus,934,146
plus,935,143
plus,936,82
plus,937,143
plus,938,126
plus,939,119
plus,940,69
plus,941,176
plus,942,118
plus,943,176
plus,944,104
plus,945,145
plus,946,143
plus,947,147
plus,948,179
plus,949,146
plus,950,119
plus,951,121
plus,952,119
plus,953,75
plus,954,110
plus,955,105
plus,956,143
plus,957,180
plus,958,82
plus,959,230
plus,960,321
plus,961,95
plus,962,175
plus,963,180
plus,964,177
plus,965,236
plus,966,176
plus,967,229
plus,968,106
plus,969,180
plus,970,229
plus,971,226
plus,972,58
plus,973,173
plus,974,75
plus,975,106
plus,976,184
plus,977,122
plus,978,120
plus,979,122
plus,980,83
plus,981,46
plus,982,143
plus,983,146
plus,984,145
plus,985,173
plus,986,141
plus,987,122
plus,988,109
plus,989,145
plus,990,230
plus,991,141
plus,992,146
plus,993,122
plus,994,174
plus,995,170
plus,996,118
plus,997,143
plus,998,230
plus,999,150
plus,1000,178
plus,1001,121
plus,1002,92
plus,1003,124
plus,1004,95
plus,1005,64
plus,1006,174
plus,1007,62
plus,1008,223
plus,1009,107
plus,1010,141
plus,1011,145
plus,1012,107
plus,1013,87
plus,1014,150
plus,1015,125
plus,1016,146
plus,1017,123
plus,1018,81
plus,1019,83
plus,1020,338
plus,1021,96
plus,1022,95
plus,1023,144
plus,1024,183
plus,1025,106
plus,1026,180
plus,1027,237
plus,1028,84
plus,1029,144
plus,1030,82
plus,1031,84
plus,1032,147
plus,1033,95
plus,1034,142
plus,1035,144
plus,1036,94
plus,1037,62
plus,1038,178
plus,1039,143
plus,1040,227
plus,1041,143
plus,1042,174
plus,1043,59
plus,1044,143
plus,1045,231
plus,1046,125
plus,1047,142
plus,1048,140
plus,1049,147
plus,1050,146
plus,1051,55
plus,1052,82
plus,1053,83
plus,1054,108
plus,1055,106
plus,1056,84
plus,1057,319
plus,1058,146
plus,1059,327
plus,1060,143
plus,1061,325
plus,1062,62
plus,1063,176
plus,1064,232
plus,1065,144
plus,1066,104
plus,1067,64
plus,1068,107
plus,1069,183
plus,1070,76
plus,1071,143
plus,1072,143
plus,1073,93
plus,1074,70
plus,1075,122
plus,1076,63
plus,1077,231
plus,1078,221
plus,1079,172
plus,1080,183
plus,1081,76
plus,1082,143
plus,1083,122
plus,1084,148
plus,1085,177
plus,1086,121
plus,1087,119
plus,1088,226
plus,1089,65
plus,1090,146
plus,1091,178
plus,1092,178
plus,1093,123
plus,1094,85
plus,1095,69
plus,1096,104
plus,1097,93
plus,1098,58
plus,1099,107
plus,1100,183
plus,1101,91
plus,1102,224
plus,1103,119
plus,1104,83
plus,1105,108
plus,1106,70
plus,1107,123
plus,1108,124
plus,1109,142
plus,1110,69
plus,1111,92
plus,1112,173
plus,1113,122
plus,1114,141
plus,1115,83
plus,1116,120
plus,1117,122
plus,1118,95
plus,1119,144
plus,1120,70
plus,1121,105
plus,1122,320
plus,1123,68
plus,1124,148
plus,1125,325
plus,1126,145
plus,1127,29
plus,1128,124
plus,1129,328
plus,1130,77
plus,1131,75
plus,1132,141
plus,1133,63
plus,1134,175
plus,1135,76
plus,1136,175
plus,1137,127
plus,1138,146
plus,1139,62
plus,1140,126
plus,1141,47
plus,1142,124
plus,1143,30
plus,1144,179
plus,1145,119
plus,1146,83
plus,1147,122
plus,1148,96
plus,1149,103
plus,1150,182
plus,1151,124
plus,1152,227
plus,1153,234
plus,1154,170
plus,1155,175
plus,1156,108
plus,1157,92
plus,1158,333
plus,1159,119
plus,1160,180
plus,1161,142
plus,1162,69
plus,1163,93
plus,1164,177
plus,1165,110
plus,1166,92
plus,1167,229
plus,1168,108
plus,1169,142
plus,1170,95
plus,1171,83
plus,1172,143
plus,1173,93
plus,1174,82
plus,1175,181
plus,1176,178
plus,1177,49
plus,1178,179
plus,1179,175
plus,1180,146
plus,1181,125
plus,1182,91
plus,1183,123
plus,1184,124
plus,1185,92
plus,1186,144
plus,1187,106
plus,1188,83
plus,1189,176
plus,1190,125
plus,1191,228
plus,1192,103
plus,1193,177
plus,1194,62
plus,1195,229
plus,1196,121
plus,1197,124
plus,1198,105
plus,1199,85
plus,1200,145
plus,1201,95
plus,1202,122
plus,1203,143
plus,1204,118
plus,1205,144
plus,1206,225
plus,1207,146
plus,1208,69
plus,1209,170
plus,1210,120
plus,1211,140
plus,1212,323
plus,1213,339
plus,1214,332
plus,1215,228
plus,1216,77
plus,1217,89
plus,1218,125
plus,1219,334
plus,1220,228
plus,1221,148
plus,1222,91
plus,1223,233
plus,1224,169
plus,1225,121
plus,1226,63
plus,1227,180
plus,1228,94
plus,1229,225
plus,1230,141
plus,1231,176
plus,1232,224
plus,1233,180
plus,1234,142
plus,1235,119
plus,1236,83
plus,1237,80
plus,1238,228
plus,1239,80
plus,1240,59
plus,1241,124
plus,1242,175
plus,1243,323
plus,1244,174
plus,1245,94
plus,1246,326
plus,1247,147
plus,1248,233
plus,1249,124
plus,1250,77
plus,1251,221
plus,1252,237
plus,1253,145
plus,1254,327
plus,1255,235
plus,1256,62
plus,1257,83
plus,1258,108
plus,1259,82
plus,1260,182
plus,1261,123
plus,1262,84
plus,1263,123
plus,1264,84
plus,1265,224
plus,1266,334
plus,1267,169
plus,1268,75
plus,1269,180
plus,1270,229
plus,1271,77
plus,1272,177
plus,1273,74
plus,1274,145
plus,1275,145
plus,1276,59
plus,1277,48
plus,1278,93
plus,1279,145
plus,1280,123
plus,1281,146
plus,1282,120
plus,1283,105
plus,1284,173
plus,1285,107
plus,1286,55
plus,1287,141
plus,1288,62
plus,1289,225
plus,1290,141
plus,1291,120
plus,1292,146
plus,1293,76
plus,1294,177
plus,1295,68
plus,1296,120
plus,1297,58
plus,1298,141
plus,1299,77
plus,1300,106
plus,1301,121
plus,1302,121
plus,1303,175
plus,1304,96
plus,1305,180
plus,1306,172
plus,1307,144
plus,1308,123
plus,1309,143
plus,1310,143
plus,1311,176
plus,1312,94
plus,1313,92
plus,1314,332
plus,1315,84
plus,1316,174
plus,1317,123
plus,1318,106
plus,1319,76
plus,1320,84
plus,1321,102
plus,1322,337
plus,1323,118
plus,1324,76
plus,1325,230
plus,1326,233
plus,1327,106
plus,1328,323
plus,1329,149
plus,1330,178
plus,1331,173
plus,1332,233
plus,1333,224
plus,1334,120
plus,1335,174
plus,1336,146
plus,1337,58
plus,1338,179
plus,1339,221
plus,1340,180
plus,1341,225
plus,1342,94
plus,1343,178
plus,1344,122
plus,1345,169
plus,1346,126
plus,1347,140
plus,1348,104
plus,1349,228
plus,1350,68
plus,1351,180
plus,1352,140
plus,1353,179
plus,1354,120
plus,1355,179
plus,1356,148
plus,1357,120
plus,1358,122
plus,1359,117
plus,1360,96
plus,1361,233
plus,1362,84
plus,1363,142
plus,1364,145
plus,1365,145
plus,1366,176
plus,1367,144
plus,1368,108
plus,1369,176
plus,1370,227
plus,1371,178
plus,1372,139
plus,1373,175
plus,1374,143
plus,1375,123
plus,1376,84
plus,1377,143
plus,1378,175
plus,1379,321
plus,1380,234
plus,1381,230
plus,1382,176
plus,1383,54
plus,1384,229
plus,1385,120
plus,1386,143
plus,1387,144
plus,1388,174
plus,1389,179
plus,1390,60
plus,1391,236
plus,1392,176
plus,1393,59
plus,1394,147
plus,1395,125
plus,1396,230
plus,1397,93
plus,1398,105
plus,1399,95
plus,1400,147
plus,1401,141
plus,1402,174
plus,1403,86
plus,1404,140
plus,1405,49
plus,1406,327
plus,1407,65
plus,1408,326
plus,1409,140
plus,1410,124
plus,1411,46
plus,1412,150
plus,1413,70
plus,1414,118
plus,1415,105
plus,1416,123
plus,1417,186
plus,1418,148
plus,1419,177
plus,1420,233
plus,1421,148
plus,1422,83
plus,1423,94
plus,1424,55
plus,1425,64
plus,1426,124
plus,1427,127
plus,1428,120
plus,1429,106
plus,1430,82
plus,1431,119
plus,1432,235
plus,1433,91
plus,1434,142
plus,1435,46
plus,1436,76
plus,1437,108
plus,1438,76
plus,1439,145
plus,1440,143
plus,1441,178
plus,1442,226
plus,1443,85
plus,1444,146
plus,1445,143
plus,1446,223
plus,1447,108
plus,1448,176
plus,1449,174
plus,1450,177
plus,1451,25
plus,1452,77
plus,1453,179
plus,1454,91
plus,1455,105
plus,1456,233
plus,1457,123
plus,1458,143
plus,1459,63
plus,1460,180
plus,1461,176
plus,1462,178
plus,1463,91
plus,1464,146
plus,1465,144
plus,1466,104
plus,1467,70
plus,1468,123
plus,1469,175
plus,1470,337
plus,1471,46
plus,1472,178
plus,1473,123
plus,1474,84
plus,1475,227
plus,1476,144
plus,1477,227
plus,1478,146
plus,1479,108
plus,1480,146
plus,1481,151
plus,1482,107
plus,1483,76
plus,1484,78
plus,1485,179
plus,1486,327
plus,1487,222
plus,1488,123
plus,1489,80
plus,1490,169
plus,1491,42
plus,1492,143
plus,1493,179
plus,1494,105
plus,1495,326
plus,1496,125
plus,1497,227
plus,1498,65
plus,1499,239
plus,1500,121
plus,1501,237
plus,1502,123
plus,1503,69
plus,1504,62
plus,1505,223
plus,1506,224
plus,1507,172
plus,1508,121
plus,1509,176
plus,1510,223
plus,1511,178
plus,1512,96
plus,1513,70
plus,1514,138
plus,1515,175
plus,1516,45
plus,1517,46
plus,1518,63
plus,1519,145
plus,1520,109
plus,1521,93
plus,1522,107
plus,1523,223
plus,1524,150
plus,1525,82
plus,1526,49
plus,1527,69
plus,1528,106
plus,1529,173
plus,1530,179
plus,1531,176
plus,1532,178
plus,1533,95
plus,1534,232
plus,1535,119
plus,1536,24
plus,1537,54
plus,1538,83
plus,1539,147
plus,1540,147
plus,1541,62
plus,1542,227
plus,1543,107
plus,1544,107
plus,1545,182
plus,1546,120
plus,1547,179
plus,1548,142
plus,1549,109
plus,1550,120
plus,1551,171
plus,1552,179
plus,1553,97
plus,1554,108
plus,1555,84
plus,1556,180
plus,1557,146
plus,1558,108
plus,1559,109
plus,1560,107
plus,1561,62
plus,1562,180
plus,1563,331
plus,1564,94
plus,1565,53
plus,1566,75
plus,1567,146
plus,1568,228
plus,1569,177
plus,1570,314
plus,1571,225
plus,1572,324
plus,1573,144
plus,1574,67
plus,1575,141
plus,1576,180
plus,1577,77
plus,1578,93
plus,1579,576
plus,1580,119
plus,1581,230
plus,1582,108
plus,1583,176
plus,1584,65
plus,1585,177
plus,1586,229
plus,1587,121
plus,1588,176
plus,1589,176
plus,1590,122
plus,1591,179
plus,1592,146
plus,1593,229
plus,1594,105
plus,1595,86
plus,1596,170
plus,1597,176
plus,1598,179
plus,1599,237
plus,1600,61
plus,1601,38
plus,1602,88
plus,1603,180
plus,1604,178
plus,1605,232
plus,1606,179
plus,1607,108
plus,1608,107
plus,1609,107
plus,1610,228
plus,1611,119
plus,1612,233
plus,1613,97
plus,1614,120
plus,1615,82
plus,1616,95
plus,1617,82
plus,1618,117
plus,1619,229
plus,1620,60
plus,1621,233
plus,1622,65
plus,1623,119
plus,1624,95
plus,1625,107
plus,1626,123
plus,1627,108
plus,1628,89
plus,1629,142
plus,1630,95
plus,1631,125
plus,1632,120
plus,1633,86
plus,1634,122
plus,1635,176
plus,1636,108
plus,1637,180
plus,1638,124
plus,1639,41
plus,1640,179
plus,1641,146
plus,1642,107
plus,1643,122
plus,1644,177
plus,1645,227
plus,1646,234
plus,1647,109
plus,1648,143
plus,1649,121
plus,1650,76
plus,1651,107
plus,1652,81
plus,1653,30
plus,1654,171
plus,1655,181
plus,1656,174
plus,1657,224
plus,1658,107
plus,1659,127
plus,1660,236
plus,1661,76
plus,1662,148
plus,1663,147
plus,1664,323
plus,1665,123
plus,1666,106
plus,1667,126
plus,1668,179
plus,1669,82
plus,1670,96
plus,1671,232
plus,1672,83
plus,1673,83
plus,1674,106
plus,1675,180
plus,1676,93
plus,1677,93
plus,1678,179
plus,1679,84
plus,1680,108
plus,1681,109
plus,1682,122
plus,1683,182
plus,1684,176
plus,1685,145
plus,1686,230
plus,1687,124
plus,1688,93
plus,1689,107
plus,1690,179
plus,1691,125
plus,1692,59
plus,1693,143
plus,1694,77
plus,1695,82
plus,1696,96
plus,1697,174
plus,1698,105
plus,1699,105
plus,1700,180
plus,1701,127
plus,1702,123
plus,1703,174
plus,1704,218
plus,1705,121
plus,1706,120
plus,1707,176
plus,1708,97
plus,1709,183
plus,1710,179
plus,1711,120
plus,1712,176
plus,1713,175
plus,1714,70
plus,1715,121
plus,1716,48
plus,1717,107
plus,1718,93
plus,1719,141
plus,1720,321
plus,1721,171
plus,1722,144
plus,1723,91
plus,1724,174
plus,1725,62
plus,1726,94
plus,1727,231
plus,1728,236
plus,1729,103
plus,1730,117
plus,1731,232
plus,1732,64
plus,1733,120
plus,1734,234
plus,1735,93
plus,1736,176
plus,1737,145
plus,1738,182
plus,1739,92
plus,1740,96
plus,1741,96
plus,1742,145
plus,1743,92
plus,1744,46
plus,1745,125
plus,1746,174
plus,1747,122
plus,1748,145
plus,1749,225
plus,1750,181
plus,1751,321
plus,1752,176
plus,1753,147
plus,1754,147
plus,1755,149
plus,1756,176
plus,1757,119
plus,1758,143
plus,1759,120
plus,1760,55
plus,1761,119
plus,1762,144
plus,1763,126
plus,1764,46
plus,1765,142
plus,1766,125
plus,1767,122
plus,1768,108
plus,1769,143
plus,1770,174
plus,1771,174
plus,1772,181
plus,1773,46
plus,1774,76
plus,1775,140
plus,1776,92
plus,1777,325
plus,1778,94
plus,1779,239
plus,1780,229
plus,1781,94
plus,1782,76
plus,1783,107
plus,1784,182
plus,1785,124
plus,1786,147
plus,1787,332
plus,1788,76
plus,1789,142
plus,1790,229
plus,1791,233
plus,1792,107
plus,1793,144
plus,1794,122
plus,1795,173
plus,1796,121
plus,1797,176
plus,1798,144
plus,1799,121
plus,1800,233
plus,1801,107
plus,1802,96
plus,1803,176
plus,1804,75
plus,1805,106
plus,1806,123
plus,1807,65
plus,1808,176
plus,1809,48
plus,1810,71
plus,1811,174
plus,1812,108
plus,1813,77
plus,1814,145
plus,1815,118
plus,1816,142
plus,1817,181
plus,1818,83
plus,1819,180
plus,1820,237
plus,1821,104
plus,1822,119
plus,1823,76
plus,1824,125
plus,1825,125
plus,1826,58
plus,1827,106
plus,1828,178
plus,1829,91
plus,1830,122
plus,1831,175
plus,1832,178
plus,1833,123
plus,1834,221
plus,1835,121
plus,1836,60
plus,1837,178
plus,1838,83
plus,1839,63
plus,1840,71
plus,1841,119
plus,1842,234
plus,1843,126
plus,1844,120
plus,1845,174
plus,1846,182
plus,1847,90
plus,1848,121
plus,1849,117
plus,1850,184
plus,1851,184
plus,1852,180
plus,1853,121
plus,1854,90
plus,1855,76
plus,1856,107
plus,1857,33
plus,1858,142
plus,1859,232
plus,1860,230
plus,1861,122
plus,1862,174
plus,1863,118
plus,1864,146
plus,1865,121
plus,1866,92
plus,1867,119
plus,1868,41
plus,1869,96
plus,1870,118
plus,1871,237
