method,image_idx,n_out
plus,842,180
plus,843,92
plus,844,222
plus,845,174
plus,846,231
plus,847,180
plus,848,235
plus,849,180
plus,850,173
plus,851,231
plus,852,331
plus,853,232
plus,854,145
plus,855,180
plus,856,325
plus,857,58
plus,858,222
plus,859,106
plus,860,331
plus,861,82
plus,862,178
plus,863,184
plus,864,230
plus,865,222
plus,866,179
plus,867,143
plus,868,234
plus,869,325
plus,870,143
plus,871,143
plus,872,184
plus,873,30
plus,874,232
plus,875,174
plus,876,234
plus,877,185
plus,878,93
plus,879,146
plus,880,92
plus,881,176
plus,882,181
plus,883,226
plus,884,177
plus,885,176
plus,886,145
plus,887,121
plus,888,317
plus,889,41
plus,890,46
plus,891,229
plus,892,70
plus,893,122
plus,894,120
plus,895,106
plus,896,143
plus,897,123
plus,898,144
plus,899,176
plus,900,94
plus,901,143
plus,902,329
plus,903,173
plus,904,232
plus,905,104
plus,906,173
plus,907,178
plus,908,238
plus,909,174
plus,910,94
plus,911,125
plus,912,183
plus,913,177
plus,914,92
plus,915,75
plus,916,57
plus,917,77
plus,918,142
plus,919,73
plus,920,38
plus,921,63
plus,922,105
plus,923,93
plus,924,116
plus,925,171
plus,926,117
plus,927,176
plus,928,178
plus,929,184
plus,930,146
plus,931,119
plus,932,118
plus,933,173
plus,934,89
plus,935,184
plus,936,145
plus,937,182
plus,938,178
plus,939,178
plus,940,173
plus,941,223
plus,942,222
plus,943,183
plus,944,226
plus,945,230
plus,946,179
plus,947,178
plus,948,221
plus,949,228
plus,950,144
plus,951,222
plus,952,232
plus,953,178
plus,954,178
plus,955,228
plus,956,175
plus,957,180
plus,958,178
plus,959,227
plus,960,180
plus,961,176
plus,962,230
plus,963,227
plus,964,145
plus,965,176
plus,966,228
plus,967,234
plus,968,332
plus,969,225
plus,970,177
plus,971,105
plus,972,142
plus,973,228
plus,974,229
plus,975,329
plus,976,107
plus,977,236
plus,978,168
plus,979,235
plus,980,235
plus,981,228
plus,982,229
plus,983,226
plus,984,180
plus,985,175
plus,986,173
plus,987,109
plus,988,147
plus,989,121
plus,990,104
plus,991,231
plus,992,178
plus,993,223
plus,994,223
plus,995,230
plus,996,225
plus,997,323
plus,998,121
plus,999,74
plus,1000,176
plus,1001,62
plus,1002,93
plus,1003,120
plus,1004,84
plus,1005,56
plus,1006,83
plus,1007,144
plus,1008,324
plus,1009,327
plus,1010,222
plus,1011,321
plus,1012,234
plus,1013,184
plus,1014,230
plus,1015,226
plus,1016,224
plus,1017,226
plus,1018,229
plus,1019,173
plus,1020,122
plus,1021,91
plus,1022,93
plus,1023,76
plus,1024,143
plus,1025,144
plus,1026,85
plus,1027,105
plus,1028,77
plus,1029,230
plus,1030,122
plus,1031,85
plus,1032,30
plus,1033,69
plus,1034,90
plus,1035,83
plus,1036,123
plus,1037,48
plus,1038,62
plus,1039,56
plus,1040,56
plus,1041,64
plus,1042,70
plus,1043,57
plus,1044,64
plus,1045,85
plus,1046,106
plus,1047,120
plus,1048,106
plus,1049,63
plus,1050,78
plus,1051,73
plus,1052,94
plus,1053,177
plus,1054,61
plus,1055,61
plus,1056,49
plus,1057,61
plus,1058,46
plus,1059,106
plus,1060,86
plus,1061,68
plus,1062,145
plus,1063,107
plus,1064,105
plus,1065,121
plus,1066,141
plus,1067,110
plus,1068,147
plus,1069,179
plus,1070,145
plus,1071,119
plus,1072,120
plus,1073,231
plus,1074,121
plus,1075,124
plus,1076,228
plus,1077,123
plus,1078,94
plus,1079,179
plus,1080,92
plus,1081,30
plus,1082,227
plus,1083,123
plus,1084,146
plus,1085,141
plus,1086,183
plus,1087,171
plus,1088,55
plus,1089,122
plus,1090,177
plus,1091,105
plus,1092,42
plus,1093,107
plus,1094,118
plus,1095,123
plus,1096,119
plus,1097,47
plus,1098,230
plus,1099,82
plus,1100,230
plus,1101,235
plus,1102,231
plus,1103,234
plus,1104,323
plus,1105,229
plus,1106,143
plus,1107,144
plus,1108,233
plus,1109,224
plus,1110,322
plus,1111,321
plus,1112,333
plus,1113,326
plus,1114,180
plus,1115,76
plus,1116,120
plus,1117,175
plus,1118,176
plus,1119,241
plus,1120,144
plus,1121,70
plus,1122,121
plus,1123,181
plus,1124,312
plus,1125,229
plus,1126,120
plus,1127,177
plus,1128,334
plus,1129,179
plus,1130,325
plus,1131,323
