method,image_idx,n_out
advanced,146,50
advanced,147,79
advanced,148,65
advanced,149,30
advanced,150,27
advanced,151,40
advanced,152,58
advanced,153,63
advanced,154,55
advanced,155,54
advanced,156,69
advanced,157,58
advanced,158,45
advanced,159,42
advanced,160,78
advanced,161,52
advanced,162,44
advanced,163,45
advanced,164,42
advanced,165,31
advanced,166,26
advanced,167,25
advanced,168,25
advanced,169,36
advanced,170,48
advanced,171,61
advanced,172,42
advanced,173,36
advanced,174,35
advanced,175,44
advanced,176,56
advanced,177,51
advanced,178,49
advanced,179,23
advanced,180,63
advanced,181,36
advanced,182,28
advanced,183,29
advanced,184,32
advanced,185,60
advanced,186,12
advanced,187,17
advanced,188,22
advanced,189,20
advanced,190,40
advanced,191,34
advanced,192,39
advanced,193,57
advanced,194,41
advanced,195,49
advanced,196,40
advanced,197,41
advanced,198,26
advanced,199,27
advanced,200,37
advanced,201,43
advanced,202,35
advanced,203,41
advanced,204,46
advanced,205,36
advanced,206,57
advanced,207,38
advanced,208,28
advanced,209,25
advanced,210,49
advanced,211,25
advanced,212,63
advanced,213,28
advanced,214,22
advanced,215,45
advanced,216,30
advanced,217,24
advanced,218,19
advanced,219,28
advanced,220,20
advanced,221,16
advanced,222,33
advanced,223,54
advanced,224,20
advanced,225,48
advanced,226,63
advanced,227,59
advanced,228,30
advanced,229,38
advanced,230,40
advanced,231,32
advanced,232,29
advanced,233,28
advanced,234,31
advanced,235,43
advanced,236,30
advanced,237,35
advanced,238,39
advanced,239,35
advanced,240,27
advanced,241,30
advanced,242,33
advanced,243,46
advanced,244,24
advanced,245,9
advanced,246,39
advanced,247,26
advanced,248,35
advanced,249,25
advanced,250,42
advanced,251,27
advanced,252,21
advanced,253,28
advanced,254,45
advanced,255,35
advanced,256,47
advanced,257,46
advanced,258,26
advanced,259,47
advanced,260,53
advanced,261,53
advanced,262,26
advanced,263,38
advanced,264,32
advanced,265,51
advanced,266,35
advanced,267,32
advanced,268,43
advanced,269,55
advanced,270,47
advanced,271,25
advanced,272,17
advanced,273,43
advanced,274,25
advanced,275,38
advanced,276,21
advanced,277,30
advanced,278,46
advanced,279,35
advanced,280,50
advanced,281,61
advanced,282,36
advanced,283,62
advanced,284,22
advanced,285,30
advanced,286,33
advanced,287,41
advanced,288,86
advanced,289,49
advanced,290,22
advanced,291,28
advanced,292,56
advanced,293,11
advanced,294,30
advanced,295,43
advanced,296,20
advanced,297,21
advanced,298,18
advanced,299,50
advanced,300,32
advanced,301,45
advanced,302,42
advanced,303,45
advanced,304,37
advanced,305,41
advanced,306,14
advanced,307,34
advanced,308,56
advanced,309,26
advanced,310,75
advanced,311,58
advanced,312,74
advanced,313,46
advanced,314,37
advanced,315,47
advanced,316,20
advanced,317,42
advanced,318,60
advanced,319,44
advanced,320,32
advanced,321,46
advanced,322,53
advanced,323,29
advanced,324,33
advanced,325,29
advanced,326,62
advanced,327,38
advanced,328,21
advanced,329,39
advanced,330,17
advanced,331,45
advanced,332,19
advanced,333,34
advanced,334,52
advanced,335,26
advanced,336,46
advanced,337,22
advanced,338,25
advanced,339,28
advanced,340,36
advanced,341,79
advanced,342,92
advanced,343,53
advanced,344,42
advanced,345,31
advanced,346,31
advanced,347,29
advanced,348,35
advanced,349,37
advanced,350,37
advanced,351,14
advanced,352,36
advanced,353,59
advanced,354,41
advanced,355,52
advanced,356,49
advanced,357,53
advanced,358,52
advanced,359,37
advanced,360,37
advanced,361,41
advanced,362,37
advanced,363,36
advanced,364,31
advanced,365,27
advanced,366,35
advanced,367,34
advanced,368,30
advanced,369,32
advanced,370,34
advanced,371,31
advanced,372,39
advanced,373,57
advanced,374,51
advanced,375,53
advanced,376,48
advanced,377,39
advanced,378,57
advanced,379,38
advanced,380,46
advanced,381,38
advanced,382,50
advanced,383,46
advanced,384,45
advanced,385,55
advanced,386,37
advanced,387,75
advanced,388,21
advanced,389,33
advanced,390,42
advanced,391,68
advanced,392,40
advanced,393,62
advanced,394,73
advanced,395,20
advanced,396,32
advanced,397,86
advanced,398,40
advanced,399,31
advanced,400,23
advanced,401,36
advanced,402,26
advanced,403,19
advanced,404,45
advanced,405,40
advanced,406,70
advanced,407,34
advanced,408,17
advanced,409,16
advanced,410,26
advanced,411,10
advanced,412,10
advanced,413,25
advanced,414,10
advanced,415,36
advanced,416,50
advanced,417,45
advanced,418,44
advanced,419,54
advanced,420,34
advanced,421,34
advanced,422,32
advanced,423,30
advanced,424,38
advanced,425,44
advanced,426,32
advanced,427,22
advanced,428,11
advanced,429,21
advanced,430,19
advanced,431,17
advanced,432,14
advanced,433,37
advanced,434,16
advanced,435,27
advanced,436,28
advanced,437,55
advanced,438,27
advanced,439,57
advanced,440,39
advanced,441,48
advanced,442,27
advanced,443,26
advanced,444,43
advanced,445,26
advanced,446,12
advanced,447,10
advanced,448,11
advanced,449,10
advanced,450,13
advanced,451,15
advanced,452,10
advanced,453,32
advanced,454,33
advanced,455,52
advanced,456,50
advanced,457,26
advanced,458,37
advanced,459,17
advanced,460,34
advanced,461,22
advanced,462,37
advanced,463,26
advanced,464,51
advanced,465,37
advanced,466,21
advanced,467,24
advanced,468,32
advanced,469,43
advanced,470,56
advanced,471,37
advanced,472,29
advanced,473,16
advanced,474,28
advanced,475,14
advanced,476,41
advanced,477,41
advanced,478,54
advanced,479,30
advanced,480,28
advanced,481,35
advanced,482,42
advanced,483,44
advanced,484,52
advanced,485,50
advanced,486,24
advanced,487,48
advanced,488,89
advanced,489,30
advanced,490,33
advanced,491,13
advanced,492,30
advanced,493,16
advanced,494,32
advanced,495,41
advanced,496,39
advanced,497,33
advanced,498,37
advanced,499,42
advanced,500,27
advanced,501,43
advanced,502,25
advanced,503,21
advanced,504,51
advanced,505,14
advanced,506,23
advanced,507,19
advanced,508,32
advanced,509,40
advanced,510,36
advanced,511,15
advanced,512,25
advanced,513,17
advanced,514,15
advanced,515,13
advanced,516,27
advanced,517,17
advanced,518,37
advanced,519,16
advanced,520,26
advanced,521,42
advanced,522,35
advanced,523,35
advanced,524,39
advanced,525,25
advanced,526,16
advanced,527,25
advanced,528,38
advanced,529,14
advanced,530,50
advanced,531,52
advanced,532,38
advanced,533,54
advanced,534,36
advanced,535,26
advanced,536,43
advanced,537,44
advanced,538,50
advanced,539,36
advanced,540,18
advanced,541,26
advanced,542,19
advanced,543,36
advanced,544,32
advanced,545,14
advanced,546,41
advanced,547,53
advanced,548,32
advanced,549,13
advanced,550,7
advanced,551,32
advanced,552,20
advanced,553,45
advanced,554,40
advanced,555,35
advanced,556,56
advanced,557,28
advanced,558,35
advanced,559,20
advanced,560,51
advanced,561,49
advanced,562,39
advanced,563,69
advanced,564,27
advanced,565,35
advanced,566,40
advanced,567,64
advanced,568,31
advanced,569,51
advanced,570,35
advanced,571,55
advanced,572,13
advanced,573,38
advanced,574,52
advanced,575,47
advanced,576,53
advanced,577,43
advanced,578,42
advanced,579,52
advanced,580,51
advanced,581,51
advanced,582,49
advanced,583,50
advanced,584,54
advanced,585,31
advanced,586,43
advanced,587,62
advanced,588,20
advanced,589,44
advanced,590,33
advanced,591,11
advanced,592,63
advanced,593,40
advanced,594,11
advanced,595,31
advanced,596,31
advanced,597,21
advanced,598,78
advanced,599,43
advanced,600,21
advanced,601,27
advanced,602,23
advanced,603,30
advanced,604,44
advanced,605,42
advanced,606,30
advanced,607,42
advanced,608,52
advanced,609,56
advanced,610,50
advanced,611,24
advanced,612,18
advanced,613,22
advanced,614,31
advanced,615,16
advanced,616,32
advanced,617,52
advanced,618,41
advanced,619,26
advanced,620,38
advanced,621,44
advanced,622,20
advanced,623,47
advanced,624,28
advanced,625,11
advanced,626,14
advanced,627,13
advanced,628,19
advanced,629,42
advanced,630,33
advanced,631,32
advanced,632,42
advanced,633,37
advanced,634,51
advanced,635,56
advanced,636,40
advanced,637,31
advanced,638,22
advanced,639,43
advanced,640,45
advanced,641,23
advanced,642,43
advanced,643,45
advanced,644,37
advanced,645,14
advanced,646,46
advanced,647,17
advanced,648,50
advanced,649,47
advanced,650,24
advanced,651,27
advanced,652,36
advanced,653,42
advanced,654,36
advanced,655,24
advanced,656,9
advanced,657,10
advanced,658,6
advanced,659,11
advanced,660,10
advanced,661,10
advanced,662,11
advanced,663,33
advanced,664,10
advanced,665,14
advanced,666,10
advanced,667,23
advanced,668,14
advanced,669,13
advanced,670,33
advanced,671,29
advanced,672,26
advanced,673,24
advanced,674,11
advanced,675,16
advanced,676,32
advanced,677,23
advanced,678,9
advanced,679,19
advanced,680,19
advanced,681,28
advanced,682,29
advanced,683,54
advanced,684,16
advanced,685,10
advanced,686,12
advanced,687,40
advanced,688,10
advanced,689,12
advanced,690,12
advanced,691,13
advanced,692,11
advanced,693,22
advanced,694,15
advanced,695,10
advanced,696,13
advanced,697,13
advanced,698,16
advanced,699,13
advanced,700,7
advanced,701,12
advanced,702,9
advanced,703,9
advanced,704,12
advanced,705,10
advanced,706,7
advanced,707,11
advanced,708,6
advanced,709,13
advanced,710,7
advanced,711,6
advanced,712,6
advanced,713,7
advanced,714,7
advanced,715,11
advanced,716,11
advanced,717,53
advanced,718,74
advanced,719,38
advanced,720,46
advanced,721,17
advanced,722,43
advanced,723,37
advanced,724,32
advanced,725,17
advanced,726,28
advanced,727,27
advanced,728,64
advanced,729,37
advanced,730,24
advanced,731,34
advanced,732,34
advanced,733,51
advanced,734,48
advanced,735,27
advanced,736,35
advanced,737,62
advanced,738,42
advanced,739,39
advanced,740,23
advanced,741,65
advanced,742,33
advanced,743,28
advanced,744,30
advanced,745,25
advanced,746,15
advanced,747,8
advanced,748,10
advanced,749,12
advanced,750,23
advanced,751,11
advanced,752,13
advanced,753,7
advanced,754,15
advanced,755,8
advanced,756,32
advanced,757,14
advanced,758,11
advanced,759,17
advanced,760,49
advanced,761,35
advanced,762,13
advanced,763,49
advanced,764,12
advanced,765,10
advanced,766,18
advanced,767,23
advanced,768,8
advanced,769,68
advanced,770,25
advanced,771,28
advanced,772,11
advanced,773,41
advanced,774,9
advanced,775,18
advanced,776,10
advanced,777,13
advanced,778,13
advanced,779,16
advanced,780,38
advanced,781,10
advanced,782,35
advanced,783,31
advanced,784,24
advanced,785,37
advanced,786,35
advanced,787,40
advanced,788,14
advanced,789,29
advanced,790,54
advanced,791,21
advanced,792,24
advanced,793,45
advanced,794,43
advanced,795,36
advanced,796,24
advanced,797,22
advanced,798,29
advanced,799,22
advanced,800,14
advanced,801,17
advanced,802,15
advanced,803,32
advanced,804,19
advanced,805,34
advanced,806,23
advanced,807,8
advanced,808,14
advanced,809,9
advanced,810,10
advanced,811,32
advanced,812,9
advanced,813,35
advanced,814,43
advanced,815,27
advanced,816,45
advanced,817,36
advanced,818,31
advanced,819,33
advanced,820,25
advanced,821,28
advanced,822,25
advanced,823,35
advanced,824,27
advanced,825,18
advanced,826,21
advanced,827,25
advanced,828,23
advanced,829,32
advanced,830,34
advanced,831,21
advanced,832,63
advanced,833,45
advanced,834,23
advanced,835,43
advanced,836,36
advanced,837,31
advanced,838,31
advanced,839,54
advanced,840,43
advanced,841,40
advanced,842,45
advanced,843,24
advanced,844,50
advanced,845,41
advanced,846,58
advanced,847,48
advanced,848,59
advanced,849,43
advanced,850,43
advanced,851,59
advanced,852,84
advanced,853,61
advanced,854,39
advanced,855,47
advanced,856,74
advanced,857,15
advanced,858,50
advanced,859,26
advanced,860,89
advanced,861,21
advanced,862,40
advanced,863,48
advanced,864,54
advanced,865,54
advanced,866,48
advanced,867,36
advanced,868,54
advanced,869,70
advanced,870,37
advanced,871,35
advanced,872,44
advanced,873,8
advanced,874,53
advanced,875,46
advanced,876,59
advanced,877,45
advanced,878,24
advanced,879,35
advanced,880,23
advanced,881,40
advanced,882,46
advanced,883,53
advanced,884,41
advanced,885,45
advanced,886,39
advanced,887,31
advanced,888,71
advanced,889,11
advanced,890,12
advanced,891,51
advanced,892,18
advanced,893,32
advanced,894,30
advanced,895,28
advanced,896,35
advanced,897,32
advanced,898,37
advanced,899,40
advanced,900,23
advanced,901,35
advanced,902,73
advanced,903,45
advanced,904,62
advanced,905,26
advanced,906,40
advanced,907,49
advanced,908,59
advanced,909,41
advanced,910,25
advanced,911,32
advanced,912,47
advanced,913,44
advanced,914,24
advanced,915,19
advanced,916,15
advanced,917,19
advanced,918,35
advanced,919,19
advanced,920,10
advanced,921,16
advanced,922,27
advanced,923,25
advanced,924,31
advanced,925,41
advanced,926,30
advanced,927,41
advanced,928,42
advanced,929,46
advanced,930,38
advanced,931,30
advanced,932,31
advanced,933,46
advanced,934,25
advanced,935,49
advanced,936,35
advanced,937,47
advanced,938,44
advanced,939,44
advanced,940,43
advanced,941,54
advanced,942,53
advanced,943,49
advanced,944,55
advanced,945,53
advanced,946,45
advanced,947,40
advanced,948,50
advanced,949,56
advanced,950,34
advanced,951,52
advanced,952,60
advanced,953,42
advanced,954,42
advanced,955,60
advanced,956,45
advanced,957,45
advanced,958,44
advanced,959,51
advanced,960,49
advanced,961,42
advanced,962,61
advanced,963,51
advanced,964,36
advanced,965,43
advanced,966,56
advanced,967,64
advanced,968,80
advanced,969,51
advanced,970,40
advanced,971,26
advanced,972,38
advanced,973,54
advanced,974,59
advanced,975,73
advanced,976,27
advanced,977,64
advanced,978,41
advanced,979,59
advanced,980,62
advanced,981,57
advanced,982,50
advanced,983,56
advanced,984,43
advanced,985,44
advanced,986,42
advanced,987,28
advanced,988,38
advanced,989,32
advanced,990,28
advanced,991,56
advanced,992,48
advanced,993,54
advanced,994,50
advanced,995,57
advanced,996,52
advanced,997,69
advanced,998,31
advanced,999,19
advanced,1000,41
advanced,1001,17
advanced,1002,24
advanced,1003,29
advanced,1004,21
advanced,1005,14
advanced,1006,22
advanced,1007,35
advanced,1008,69
advanced,1009,72
advanced,1010,51
advanced,1011,67
advanced,1012,65
advanced,1013,48
advanced,1014,58
advanced,1015,64
advanced,1016,57
advanced,1017,54
advanced,1018,60
advanced,1019,40
advanced,1020,33
advanced,1021,23
advanced,1022,25
advanced,1023,20
advanced,1024,35
advanced,1025,38
advanced,1026,22
advanced,1027,27
advanced,1028,19
advanced,1029,53
advanced,1030,33
advanced,1031,21
advanced,1032,8
advanced,1033,18
advanced,1034,23
advanced,1035,22
advanced,1036,33
advanced,1037,13
advanced,1038,16
advanced,1039,14
advanced,1040,14
advanced,1041,17
advanced,1042,18
advanced,1043,15
advanced,1044,16
advanced,1045,22
advanced,1046,27
advanced,1047,33
advanced,1048,27
advanced,1049,16
advanced,1050,20
advanced,1051,19
advanced,1052,24
advanced,1053,41
advanced,1054,16
advanced,1055,16
advanced,1056,13
advanced,1057,17
advanced,1058,12
advanced,1059,27
advanced,1060,24
advanced,1061,18
advanced,1062,38
advanced,1063,28
advanced,1064,28
advanced,1065,33
advanced,1066,35
advanced,1067,28
advanced,1068,39
advanced,1069,44
advanced,1070,38
advanced,1071,29
advanced,1072,32
advanced,1073,61
advanced,1074,30
advanced,1075,29
advanced,1076,62
advanced,1077,32
advanced,1078,25
advanced,1079,46
advanced,1080,24
advanced,1081,8
advanced,1082,55
advanced,1083,29
advanced,1084,37
advanced,1085,36
advanced,1086,48
advanced,1087,43
advanced,1088,14
advanced,1089,31
advanced,1090,42
advanced,1091,27
advanced,1092,11
advanced,1093,26
advanced,1094,32
advanced,1095,31
advanced,1096,29
advanced,1097,13
advanced,1098,54
advanced,1099,21
advanced,1100,56
advanced,1101,64
advanced,1102,55
advanced,1103,64
advanced,1104,68
advanced,1105,58
advanced,1106,36
advanced,1107,35
advanced,1108,55
advanced,1109,53
advanced,1110,66
advanced,1111,77
advanced,1112,87
advanced,1113,81
advanced,1114,48
advanced,1115,20
advanced,1116,33
advanced,1117,41
advanced,1118,42
advanced,1119,65
advanced,1120,38
advanced,1121,18
advanced,1122,29
advanced,1123,45
advanced,1124,73
advanced,1125,55
advanced,1126,33
advanced,1127,45
advanced,1128,91
advanced,1129,43
advanced,1130,71
advanced,1131,71
